===== Starting battle of <FastClearBot> vs <PatientBot> with memory tape size: 12 =====

[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -102< | 0 | >47 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -101< | 0 | >47 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -100< | 0 | >46 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -99< | 0 | >46 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -98< | 0 | >45 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -97< | 0 | >45 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -96< | 0 | >44 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -95< | 0 | >44 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -94< | 0 | >43 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -93< | 0 | >43 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -92< | 0 | >42 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -91< | 0 | >42 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -90< | 0 | >41 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -89< | 0 | >41 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -88< | 0 | >40 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -87< | 0 | >40 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -86< | 0 | >39 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -85< | 0 | >39 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -84< | 0 | >38 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -83< | 0 | >38 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -82< | 0 | >37 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -81< | 0 | >37 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -80< | 0 | >36 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -79< | 0 | >36 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -78< | 0 | >35 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -77< | 0 | >35 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -76< | 0 | >34 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -75< | 0 | >34 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -74< | 0 | >33 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -73< | 0 | >33 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -72< | 0 | >32 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -71< | 0 | >32 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -70< | 0 | >31 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -69< | 0 | >31 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -68< | 0 | >30 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -67< | 0 | >30 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -66< | 0 | >29 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -65< | 0 | >29 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -64< | 0 | >28 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -63< | 0 | >28 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -62< | 0 | >27 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -61< | 0 | >27 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -60< | 0 | >26 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -59< | 0 | >26 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -58< | 0 | >25 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -57< | 0 | >25 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -56< | 0 | >24 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -55< | 0 | >24 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -54< | 0 | >23 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -53< | 0 | >23 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -52< | 0 | >22 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -51< | 0 | >22 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -50< | 0 | >21 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -49< | 0 | >21 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -48< | 0 | >20 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -47< | 0 | >20 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -46< | 0 | >19 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -45< | 0 | >19 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -44< | 0 | >18 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -43< | 0 | >18 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -42< | 0 | >17 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -41< | 0 | >17 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -40< | 0 | >16 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -39< | 0 | >16 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -38< | 0 | >15 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -37< | 0 | >15 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -36< | 0 | >14 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -35< | 0 | >14 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -34< | 0 | >13 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -33< | 0 | >13 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -32< | 0 | >12 ]
[ 127 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -31< | 0 | >12 ]
