[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -107< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >1 | -1 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -108< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >1 | -1 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -108< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >0 | -1 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -109< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >0 | -1 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -109< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-1 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -110< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >0 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -110< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >1 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -111< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >2 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -111< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >3 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -112< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >3 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -112< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >2 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -113< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >2 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -113< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >1 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -114< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >1 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -114< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >0 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -115< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >0 | 128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -115< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -116< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-127 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -116< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-126 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -117< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-125 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -117< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-124 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -118< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-124 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -118< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-125 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -119< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-125 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -119< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-126 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -120< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-126 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -120< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-127 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -121< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >-127 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -121< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -122< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >128 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -122< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >127 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -123< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >127 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -123< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >126 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -124< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >126 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -124< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >125 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -125< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >125 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -125< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >124 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -126< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >124 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -126< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >123 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -127< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >123 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | -127< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >122 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >122 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 128< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >121 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 127< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >121 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 127< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >120 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 126< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >120 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 126< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >119 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 125< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >119 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 125< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >118 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 124< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >118 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 124< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >117 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 123< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >117 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 123< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >116 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 122< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >116 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 122< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >115 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 121< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >115 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 121< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >114 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 120< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >114 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 120< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >113 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 119< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >113 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 119< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >112 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 118< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >112 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 118< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >111 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 117< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >111 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 117< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >110 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 116< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >110 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 116< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >109 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 115< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >109 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 115< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >108 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 114< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >108 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 114< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >107 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 113< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >107 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 113< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >106 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 112< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >106 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 112< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >105 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 111< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >105 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 111< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >104 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 110< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >104 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 110< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >103 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 109< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >103 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 109< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >102 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 108< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >102 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 108< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >101 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 107< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >101 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 107< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >100 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 106< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >100 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 106< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >99 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 105< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >99 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 105< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >98 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 104< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >98 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 104< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >97 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 103< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >97 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 103< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >96 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 102< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >96 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 102< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >95 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 101< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >95 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 101< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >94 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 100< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >94 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 100< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >93 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 99< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >93 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 99< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >92 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 98< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >92 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 98< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >91 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 97< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >91 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 97< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >90 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 96< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >90 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 96< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >89 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 95< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >89 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 95< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >88 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 94< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >88 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 94< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >87 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 93< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >87 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 93< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >86 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 92< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >86 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 92< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >85 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 91< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >85 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 91< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >84 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 90< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >84 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 90< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >83 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 89< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >83 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 89< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >82 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 88< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >82 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 88< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >81 ]
[ 128 | 2 | -4 | 2 | -4 | 2 | -4 | 2 | 87< | -4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >81 ]
