===== Starting battle of <WallE2.0> vs <Alternator> with memory tape size: 18 =====

[ 86< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >115 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 85< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >116 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 85< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >117 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 84< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >118 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 84< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >119 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 83< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >120 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 83< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >121 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 82< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >122 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 82< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >123 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 81< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >124 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 81< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >125 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 80< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >126 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 80< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | >127 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 79< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >1 | 127 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 79< | 0 | 0 | 0 | 0 | 0 | 0 | >0 | 1 | 127 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 78< | 0 | 0 | 0 | 0 | 0 | 0 | >0 | 1 | 127 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 78< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >1 | 127 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 77< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | >1 | 127 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 77< | 0 | 0 | 0 | 0 | 0 | 0 | >0 | 1 | 127 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
